-1.885907518189583,-1.997407599218205,0
2.0903622010733187,2.5624899544171473,1
-2.9282206832334725,0.08238727568546045,0
2.895800158650832,2.4354575617849648,1
-2.3589641484790733,-1.0384290490456443,0
-2.932220395566431,-1.7663127885080874,0
1.74903383418092,3.169329803364248,1
2.3129230208512994,0.49425588500276785,1
2.791891489626311,3.8567073257360334,1
2.980067730688754,2.5056818879726044,1
0.7024883052821786,1.2321833124091244,1
-1.6970685457243755,-2.5737245528039745,0
1.421849654822276,4.2624358053443085,1
4.198374704780727,1.870410371844826,1
-1.6132858469887672,-2.1482643011711846,0
1.0289434595917375,3.0631528533329035,1
-3.430233207020642,-0.17854123414564604,0
-1.7483639749523658,-2.655119754605124,0
-2.329671887837512,-1.6528874284882533,0
-2.051791281554,-3.152970297830623,0
-1.2523403767979806,-2.169938529963427,0
-3.1776204293825945,-2.152379485021293,0
-1.850277498278518,-2.9143166251044086,0
2.308084760767855,1.8656395880760572,1
3.9566369960476657,0.9399152336738472,1
-1.318968052956953,-2.9193874547947387,0
1.4862310393041946,3.924031353866786,1
-2.8691326615536976,-1.859606213523792,0
-1.7990924344019952,-0.5346437830504478,0
-2.761836107802159,-1.9626013286835857,0
3.4273940656343256,2.2075996046923994,1
-3.0369304715780827,-2.0695253560617997,0
-1.2796641834557543,-2.8660838259088672,0
0.8153185242790941,3.170826787378519,1
0.5260971765142766,2.7704146561442973,1
2.2877010009332537,0.6746556412898985,1
2.6797672802322037,2.4577085600173145,1
-3.122831120334424,-1.6957526674047259,0
2.603317900880889,2.1948361236948735,1
-3.7794052811213716,-1.4666398076200649,0
2.2242276486620396,2.1603017614618776,1
0.9688808084552378,-0.890425088565423,1
2.1657249122886943,3.104191518470948,1
2.30652116970147,2.719003757588512,1
2.38996862631982,0.8845109527016233,1
2.219394794604893,2.7357666238986917,1
-2.573417692812462,-2.4757297535702567,0
-1.8290081322649672,-2.6326995198205934,0
-2.333462785325851,-1.2959995059079077,0
2.518252755714472,0.3074163957621594,1
1.6268135377006259,3.5839867632900324,1
-2.8120530938773523,-2.337662146597768,0
1.5510781527284117,2.3872118750645206,1
0.7655494889657228,1.0913480535158016,1
3.9920244964750333,3.3554200461549772,1
2.0753151126132185,2.2442147325365207,1
-1.2974741776058019,-0.6537599714291769,0
-4.177442100039876,-2.0991200395127882,0
3.159552715319335,1.474764788439432,1
-2.0854898257410572,-1.51200170875455,0
-1.7723973379247977,-2.421876966122467,0
0.9872779784377013,2.3924097461840503,1
-0.9305598792787129,-2.4791756521047046,0
2.7047543416652857,2.8634155587803076,1
-0.9468362478450403,-1.9997669389804127,0
-0.908786077836055,-2.4180753730215514,0
2.431357215450273,2.4319207542352848,1
3.9076865268495222,2.6508428612670096,1
1.9193175992366533,2.2274328731797226,1
-0.344545759718903,-1.6050182890390443,0
2.7685442726728304,4.020204538766349,1
1.5872769794809605,3.0590092258368893,1
-2.8663507452843033,-3.432253709597674,0
-1.989704368288101,-1.4955611659412509,0
-1.8595071496541233,-1.6635517905030242,0
-1.636762375426455,-2.0828289126568724,0
2.039834288541353,0.3490390664840084,1
-1.428047028705036,-2.3202667565934556,0
2.3660297343138756,2.9926909839455136,1
3.5093554365860022,2.934633682912769,1
3.689572145730712,1.4871399728467316,1
-1.4858801829478447,-1.3816544907357198,0
2.4919354522315533,2.4400416471910695,1
1.105859233247932,1.2422024348958713,1
2.3058452550976813,1.0316272223849676,1
2.950643548988724,1.3573760206976089,1
-3.310296407055776,-2.3445012358409483,0
3.034027019206901,1.8250978635570108,1
-1.8825400653958704,-0.7028572457175717,0
3.958956094945345,3.136565029547757,1
-1.1559982365067976,-1.3586087486942018,0
-2.6397602037670387,-1.4967325668866436,0
-2.0497697900589733,0.45324211248528634,0
-2.569360899540244,-2.8598443694647915,0
-2.6993647569442114,-1.1603979029789753,0
2.693928185325964,1.6507079092129402,1
2.027848821607431,3.1272958315881274,1
-3.346950710878082,-3.330456613084276,0
3.028316606002313,0.4394993963768228,1
0.012156197012633374,-0.9775347394488529,0
-2.3553881160028705,-2.763736164357489,0
-2.1458260391099513,-0.44535634418599357,0
1.1203718634296624,2.9507711879882157,1
1.4851814223043212,2.0360910502108336,1
-2.5706387709597873,-0.9528777737810841,0
-2.0123239014511682,-2.783009783855466,0
-2.3798749352933712,-2.9887637157823073,0
-1.274307887934858,-3.139706854657618,0
-0.5307871844926084,-1.242565270847091,0
1.5596948461545797,1.3383766320619483,1
0.584474829075261,1.3180919301187553,1
2.627659020469123,1.2842561868465343,1
0.5170062664683306,2.450474737960399,1
1.8509578541792968,1.8136501509150216,1
3.026327674702481,2.3564884758979927,1
2.6328354880354996,1.436299996061421,1
-2.711706612229397,-0.157721815491062,0
-1.5880584343831021,-1.7130153267668138,0
2.6697904479310397,3.0907807255546214,1
-2.271285711666009,-1.6059491431854613,0
3.703186626639397,1.4987843235688145,1
2.169630369920174,1.363063222294426,1
0.8878721911080545,2.722998430172388,1
1.5577769557190286,2.6429318177555103,1
1.4984821970080517,0.6033389031517775,1
2.7643656563540575,1.9544153290895447,1
-0.22381409878946967,-1.8354221871681609,0
